Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
8168.208207736963,315.0671695819328,61.10289067990318,31.506716958193277,116.67834911903155,10.972867893228894,48.56583588891966,1459.7725794623161,31.506716958193277
