Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
16754.237187930514,632.568061753128,178.55603283895283,63.256806175312796,155.395121252264,11.60020928301471,50.586343563695074,36.12943544613812,63.256806175312796
