Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
10227.835304044009,365.704578616728,71.63234294114498,36.5704578616728,135.43755743083327,11.116627129301332,32.973520395865556,547.349971862927,36.5704578616728
