Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
13847.231163485343,429.0861849547778,95.49047674958763,42.90861849547778,151.88503061593204,11.056536959544454,69.65416400937596,28.461767691444486,42.90861849547778
