Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
16543.512827790248,580.402325977005,158.2502973903351,58.0402325977005,152.16853901010424,11.341234059594115,58.9272570794213,33.98168365143749,58.0402325977005
