Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
12953.604127865528,447.1886845821786,99.00228243028073,44.71886845821786,145.21642825819112,11.191579788121317,32.00607634053087,171.42862224250044,44.71886845821786
