Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
14772.312872135866,469.60547593876686,100.04295819424584,46.96054759387668,150.91553968482393,11.095830252438702,55.2653227701311,40.47750695491366,46.96054759387668
