Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
129.5292753107334,4.759273725246755,1.1000153230594432,0.47592737252467554,175.18845788453558,11.898275789312525,47.550089053109275,656.6596494480702,0.47592737252467554
