Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
67.23097267527936,3.3722067547040484,0.9103622540019,0.33722067547040485,157.01082969765747,12.738682164735721,55.92775783526008,90.87508640331006,0.33722067547040485
