Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
156.38188450587504,6.0303056133494,1.6391753766713644,0.60303056133494,174.793680606749,12.065662549623717,29.80142020672194,1065.0468909753995,0.60303056133494
