Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
255.530088810952,9.342206875573405,2.806357341359635,0.9342206875573406,178.8298054919029,11.953224876111275,62.46861221819768,642.2692956063837,0.9342206875573406
