Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
56.768472210199796,2.9914664897389276,0.6184799214408678,0.29914664897389276,147.02178588757667,12.660988323175976,107.14775242988446,22.99933249694259,0.29914664897389276
