Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
344.8485810422249,12.482285585814058,4.079084498416412,1.2482285585814057,185.3928870196837,12.048345465878825,60.94401444506869,966.638349797732,1.2482285585814057
