Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms
102.73130652103066,3.744630820824857,1.0291388074058678,0.3744630820824857,177.48537565060653,11.915826472273544,66.55068214367874,548.9900662204593,0.3744630820824857
