Pixel_Number,ICO_ICII,IHI_ICII
1,4.078283015533692,616.6622624197721
2,2.9306231689641753,467.0053137625159
6,2.084063726675814,280.49503075754063
0,5.43135956982604,941.6650955730828
3,4.357025401824249,891.7969508711517
5,13.68395953497265,1389.9093135686592
4,7.6029872820371684,821.7456414354708
