Velocity_kms,Intensity_K
569.6760655715702,5.3182826563715935
564.6760601586792,0.055112358182668686
559.6760547457882,-1.491560099646449
554.6760493328972,-1.2385057732462883
549.6760439200061,-14.723818928003311
544.6760385071152,-5.8697927929461
539.6760330942242,1.689922170713544
534.6760276813333,10.598639607429504
529.6760222684422,-10.722110545262694
524.6760168555512,-5.460430029779673
519.6760114426602,7.285731807351112
514.6760060297692,-3.153146996162832
509.67600061687824,-3.3874828796833754
504.67599520398716,-19.450459718704224
499.6759897910962,-11.900794714689255
494.6759843782052,-5.370979588478804
489.67597896531424,10.690129615366459
484.6759735524232,5.37395167350769
479.6759681395322,9.795166715979576
474.6759627266412,-2.6072715541813523
469.6759573137502,-12.714638203382492
464.6759519008592,-1.8130917670205235
459.6759464879682,-25.484475255012512
454.67594107507716,-12.5721475481987
449.6759356621862,1.099164220300736
444.6759302492952,-4.128823948092759
439.67592483640425,-6.464078962802887
434.6759194235132,-10.269169732928276
429.6759140106222,-9.088964134454727
424.6759085977312,-3.4609183575958014
419.67590318484025,-13.013825178146362
414.67589777194917,-16.440042316913605
409.6758923590582,-11.94393077492714
404.6758869461672,-15.381402969360352
399.6758815332762,-18.267940521240234
394.6758761203852,-8.728210732340813
389.6758707074942,1.0081499461084604
384.67586529460317,-14.097346305847168
379.67585988171226,-17.46691507101059
374.6758544688212,-7.25829641520977
369.6758490559302,-4.781045880634338
364.67584364303923,-6.120521040633321
359.6758382301482,-4.629531538113952
354.67583281725723,-5.911229485995136
349.67582740436626,-15.936728656291962
344.6758219914752,-11.024040460586548
339.6758165785842,-0.4613865250721574
334.67581116569323,-0.4449890134856105
329.6758057528022,-8.941943496465683
324.6758003399112,-7.527577787637711
319.6757949270202,2.1481837891042233
314.6757895141292,-2.8288570754230022
309.67578410123826,-9.666191525757313
304.6757786883472,-8.611785471439362
299.6757732754562,-13.65456235408783
294.67576786256524,-7.210831969976425
289.6757624496742,-3.3916442170739174
284.67575703678324,0.10204697400331497
279.6757516238922,-1.984444972127676
274.6757462110012,8.322877913713455
269.6757407981102,17.658259987831116
264.67573538521924,20.91701912879944
259.6757299723282,28.13190257549286
254.67572455943719,42.34132695198059
249.67571914654621,41.54225420951843
244.67571373365524,40.53398394584656
239.6757083207642,42.95297861099243
234.67570290787322,61.98621082305908
229.67569749498222,66.46220588684082
224.67569208209125,74.61678194999695
219.6756866692002,88.06308221817017
214.67568125630922,98.74787092208862
209.67567584341822,90.84496545791626
204.6756704305272,93.226722240448
199.67566501763622,99.00274515151978
194.67565960474522,90.71607971191406
189.67565419185425,83.25116872787476
184.6756487789632,75.55119395256042
179.67564336607222,78.413743019104
174.67563795318122,67.37343859672546
169.67563254029025,77.03893566131592
164.6756271273992,61.64817810058594
159.67562171450822,75.83967590332031
154.67561630161723,67.50574803352356
149.6756108887262,49.237398862838745
144.67560547583523,57.21652030944824
139.67560006294423,62.53186821937561
134.67559465005326,67.87805700302124
129.6755892371622,55.77929949760437
124.67558382427123,59.90608239173889
119.67557841138024,65.6351010799408
114.6755729984892,59.10542845726013
109.67556758559822,54.981773138046265
104.67556217270723,52.11411190032959
99.67555675981625,58.434118032455444
94.6755513469252,52.78710651397705
89.67554593403422,40.81717586517334
84.67554052114323,46.106446743011475
79.67553510825219,51.6518771648407
74.67552969536122,50.76460886001587
69.67552428247023,55.982417583465576
64.67551886957925,55.11835026741028
59.67551345668821,63.58915185928345
54.67550804379722,48.54777121543884
49.67550263090624,54.81379413604736
44.67549721801525,60.46134424209595
39.67549180512422,33.87467157840729
34.675486392233175,26.722636222839355
29.675480979342247,-2.986814005766064
24.675475566451205,-84.44073629379272
19.67547015356028,-148.58562660217285
14.67546474066924,-110.57883930206299
9.675459327778198,-18.747076883912086
4.675453914887272,-13.52597314119339
-0.32455149800376965,-17.096052944660187
-5.324556910894811,1.8209479469805956
-10.324562323785736,-12.402088701725006
-15.324567736676778,-15.409292578697205
-20.32457314956782,-6.730348750948906
-25.324578562458743,-7.133795738220215
-30.324583975349785,-12.606856048107147
-35.32458938824083,-32.52695655822754
-40.32459480113175,0.6796850068494678
-45.324600214022794,-0.8535333871841431
-50.32460562691372,13.576806962490082
-55.324611039804765,5.445569261908531
-60.3246164526958,14.496132731437683
-65.32462186558674,2.830443197861314
-70.32462727847776,-6.348444506525993
-75.3246326913688,6.486758802086115
-80.32463810425973,11.318125814199448
-85.32464351715078,4.9857610035687685
-90.32464893004182,2.5869707473320886
-95.32465434293275,4.003962401300669
-100.32465975582379,-2.1903387550264597
-105.32466516871472,-10.231871455907822
-110.32467058160576,-10.129835296422243
-115.3246759944968,-8.012740403413773
-120.32468140738771,-0.746430384228006
-125.32468682027876,12.199216693639755
-130.3246922331698,17.614180207252502
-135.32469764606074,11.463898539543152
-140.32470305895177,6.192617848515511
-145.32470847184283,6.42190508544445
-150.32471388473374,17.547994554042816
-155.32471929762477,8.401738941669464
-160.32472471051582,-6.830540955066681
-165.32473012340674,1.6309860883047804
-170.3247355362978,7.781593084335327
-175.3247409491887,-0.1874412288889289
-180.32474636207976,-21.884553849697113
-185.3247517749708,-15.918517649173737
-190.3247571878617,-0.3470867704600096
-195.32476260075276,17.94807195663452
-200.3247680136438,0.0
