Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass,eMass
3.678004211058642,0.1820292560040083,0.05902227751267018,0.01818258692718633,64.79620538192422,10.523935123198763,48.08210352865047,8487.441114542782,0.016797198631911564,1635.545542089299,4862.703913881103
