Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass,eMass,Mom0_HI,eMom0_HI,Mom0_CO,eMom0_CO
23.32499288993743,1.941979440416691,0.20300340969902475,0.027433050570511222,180.20441598886327,10.267452915231742,77.40399269062321,247.04116198435307,0.011495800829627605,6417.020817073159,1818.6936446246184,16754.237187930514,632.568061753128,344.8485810422249,12.482285585814058
