Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass,eMass,Mom0_HI,eMom0_HI,Mom0_CO,eMom0_CO
0.2966346050069776,1.1474323274453506,0.03337637289177599,0.016209012520901636,-1766.7526825234695,967.3143235004019,1950.7504776939784,1281521.1331872933,0.006777876240680019,-3.424794103722784,1094.2681517009155,10227.835304044009,365.704578616728,67.23097267527936,3.3722067547040484
