Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass,eMass,Mom0_HI,eMom0_HI,Mom0_CO,eMom0_CO
10.760210137833553,1.0469343160465825,0.07195127764684102,0.014789344026189529,143.2540467754938,10.249784187512507,94.21911144452694,16.921276211526106,0.005765058995594471,2973.527288359731,1335.6508322231766,14772.312872135866,469.60547593876686,129.5292753107334,4.759273725246755
