Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass
21.2353507816778,0.3348115153649441,0.09856767953478301,0.03344374204447677,141.23750967059533,10.257076450985744,96.04587438277879,19.65067747212222,0.009445390720576204,10840.845321226569
