Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass,eMass,Mom0_HI,eMom0_HI,Mom0_CO,eMom0_CO
16.38422360045631,2.1961343726202442,0.07748338611108786,0.03102332807952006,165.1490689978504,10.574735266203437,111.786867735481,93.77736531664804,0.006943747185115726,4632.091809662386,1129.504474030029,8168.208207736963,315.0671695819328,56.7684722101998,2.991466489738928
