Mom0,eMom0,Max,eMax,Mom1,eMom1,Mom2,eMom2,rms,Mass,eMass,Mom0_HI,eMom0_HI,Mom0_CO,eMom0_CO
13.716325910164958,1.9955926487673972,0.08894031505112741,0.028190408668811527,144.87552885523147,10.546608617314748,89.29201642153814,17.467175237194716,0.009628300484971588,3829.282213822938,1571.4844856069926,12953.604127865528,447.1886845821786,156.38188450587504,6.0303056133494
